City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Staryy Nadym,65.6118,72.6842,-32.63799999999995,83,92,4.08,RU,1611898380
Pamantingan,6.7044,124.4589,79.77200000000005,61,94,1.47,PH,1611898380
Mossamedes,-15.1961,12.1522,72.608,77,100,2.03,AO,1611898381
Caribou,46.8606,-68.012,17.6,79,90,5.14,US,1611898381
Hanko,59.8333,22.95,22.51400000000003,97,100,7.1,FI,1611898381
Port-Gentil,-0.7193,8.7815,79.82600000000009,80,100,4.09,GA,1611898381
Lima,-12.0432,-77.0282,73.99400000000009,78,0,4.12,PE,1611898172
Pincher Creek,49.4833,-113.952,12.2,85,90,1.03,CA,1611898382
Saint George,37.1041,-113.5841,40.91000000000008,66,100,2.71,US,1611898382
The Valley,18.217,-63.0578,77.0,83,75,1.54,AI,1611898277
Loíza,18.4313,-65.8802,75.2,73,1,1.43,PR,1611898382
Hooglede,50.9901,3.086,50.0,93,100,4.02,BE,1611898382
Kaltenkirchen,53.8333,9.9667,29.444000000000074,90,85,5.07,DE,1611898383
Ouadda,8.0777,22.4007,74.71400000000003,19,87,3.21,CF,1611898383
Dzhebariki-Khaya,62.2167,135.8,-46.965999999999966,74,90,0.05,RU,1611898383
Natá,8.3333,-80.5167,75.39800000000002,80,59,6.36,PA,1611898383
Kahului,20.8947,-156.47,73.4,64,1,7.2,US,1611898384
Ginda,30.6945,78.4932,55.59800000000003,27,0,2.86,IN,1611898384
Alofi,-19.0595,-169.9187,80.6,83,100,3.6,NU,1611898384
Tocopilla,-22.092,-70.1979,65.4260000000001,65,0,0.5,CL,1611898384
Lieksa,63.3167,30.0167,22.58600000000007,97,100,3.76,FI,1611898384
Havøysund,70.9963,24.6622,21.2,63,0,12.35,NO,1611898385
Balashov,51.5502,43.1667,31.49600000000005,98,100,5.05,RU,1611898385
Kedgwick,47.6446,-67.3434,7.358000000000004,95,72,1.64,CA,1611898385
Luganville,-15.5333,167.1667,84.41600000000001,73,93,0.74,VU,1611898385
Charters Towers,-20.1,146.2667,89.18600000000006,44,88,4.91,AU,1611898385
Laguna,38.421,-121.4238,46.4,93,40,4.63,US,1611898385
Bisira,8.5196,-81.7115,58.80200000000008,100,97,5.06,PA,1611898386
Limulunga,-15.0969,23.1376,68.54000000000002,85,49,4.47,ZM,1611898386
Tessalit,20.1986,1.0114,61.10600000000003,32,0,6.89,ML,1611898386
Samaná,19.2056,-69.3369,72.82400000000001,85,72,3.49,DO,1611898386
Fortuna,40.5982,-124.1573,39.90200000000008,86,1,1.97,US,1611898386
Moryakovskiy Zaton,56.6956,84.6467,27.59000000000002,97,100,5.28,RU,1611898386
Conceição da Barra,-18.5933,-39.7322,73.61600000000001,89,0,1.11,BR,1611898272
Torbay,47.6666,-52.7314,17.99600000000005,92,20,3.09,CA,1611898387
Ayan,56.45,138.1667,-6.843999999999973,85,64,1.33,RU,1611898387
Arraial do Cabo,-22.9661,-42.0278,77.0,83,0,4.12,BR,1611898387
Buala,-8.145,159.5921,80.9600000000001,83,100,4.86,SB,1611898387
Amga,60.8953,131.9608,-35.40999999999998,78,100,1.23,RU,1611898387
Lüderitz,-26.6481,15.1594,70.17800000000007,49,0,8.71,NA,1611898387
Øksfjord,70.2396,22.3479,15.8,67,75,6.17,NO,1611898388
Vargashi,55.3556,65.8467,15.656000000000027,95,100,5.93,RU,1611898388
Farafangana,-22.8167,47.8333,82.09400000000008,78,29,2.2,MG,1611898388
Marabba,12.35,32.1833,73.47200000000004,15,34,7.41,SD,1611898388
Praia,14.9215,-23.5087,69.80000000000001,52,0,5.14,CV,1611898388
Gympie,-26.1898,152.665,75.99199999999999,76,37,1.34,AU,1611898389
Aban,56.67,96.06,-18.417999999999985,88,100,4.17,RU,1611898389
Starokostiantyniv,49.7576,27.2034,28.094000000000072,98,100,7.24,UA,1611898271
Torbat-e Jām,35.244,60.6225,51.26000000000008,39,0,1.92,IR,1611898389
Gunjur,13.2019,-16.7339,66.2,72,0,2.57,GM,1611898389
Cayenne,4.9333,-52.3333,75.68600000000006,90,82,3.34,GF,1611898390
Troitskoye,52.9821,84.6757,25.196000000000048,94,100,9.33,RU,1611898390
Itaituba,-4.2761,-55.9836,73.14800000000002,98,100,0.49,BR,1611898390
Vila Franca do Campo,37.7167,-25.4333,64.00400000000005,94,75,11.83,PT,1611898390
Vostok,46.4856,135.8833,-5.475999999999935,91,100,3.02,RU,1611898390
Gōtsuchō,35.0,132.2167,33.8,55,75,10.29,JP,1611898390
Bairiki Village,1.3292,172.9752,80.25800000000001,79,99,5.49,KI,1611898391
Codrington,-38.2667,141.9667,70.88000000000005,65,60,7.45,AU,1611898391
Kavaratti,10.5669,72.642,81.08600000000007,69,10,4.79,IN,1611898391
Rio Branco,-9.9747,-67.81,73.4,100,75,2.06,BR,1611898391
Lázaro Cárdenas,17.9583,-102.2,74.03000000000004,71,72,1.24,MX,1611898392
Half Moon Bay,37.4636,-122.4286,48.938000000000045,81,48,1.97,US,1611898392
Thunder Bay,48.4001,-89.3168,1.004000000000051,84,1,2.57,CA,1611898392
Gouré,13.9835,10.2704,64.99400000000009,23,79,4.92,NE,1611898392
Cotonou,6.3654,2.4183,79.32200000000003,87,42,4.29,BJ,1611898392
Kuril'sk,45.2333,147.8833,24.818000000000087,92,83,3.04,RU,1611898393
Gizo Government Station,-8.103,156.8419,82.14800000000002,79,100,3.79,SB,1611898393
Takoradze,4.8845,-1.7554,77.36000000000008,92,0,2.59,GH,1611898393
Pākāla,13.4667,79.1167,79.934,45,12,4.05,IN,1611898393
Wanganui,-39.9333,175.05,64.00400000000005,46,17,5.36,NZ,1611898393
Zeya,53.75,127.2667,-13.809999999999981,82,98,0.99,RU,1611898393
Grand Forks,47.9417,-97.4337,19.4,86,90,3.6,US,1611898307
Bhuj,23.2667,69.6667,74.60600000000002,19,0,5.43,IN,1611898394
Bilibino,68.0546,166.4372,-20.01999999999996,79,83,2.8,RU,1611898394
Srednekolymsk,67.45,153.6833,-23.097999999999978,86,100,2.77,RU,1611898394
Lavrentiya,65.5833,-171.0,-17.49999999999995,83,100,4.94,RU,1611898394
Byron Bay,-28.65,153.6167,82.4,65,40,5.66,AU,1611897720
Salalah,17.0151,54.0924,73.4,64,20,1.03,OM,1611898395
Manono,-7.3,27.4167,72.14000000000001,94,99,1.22,CD,1611898395
Ihtiman,42.4333,23.8167,30.002000000000077,73,97,0.89,BG,1611898395
Quatre Cocos,-20.2078,57.7625,84.99199999999999,65,40,5.66,MU,1611898395
Solnechnyy,50.7214,136.6319,-5.421999999999933,83,99,2.63,RU,1611898395
Inhambane,-23.865,35.3833,80.6,89,75,1.03,MZ,1611898395
Muli,2.9167,73.5667,81.08600000000007,77,60,5.89,MV,1611898396
Terre Haute,39.4667,-87.4139,20.228000000000065,92,0,1.11,US,1611898202
Las Vegas,36.175,-115.1372,48.182000000000016,49,99,1.88,US,1611897911
Karratha,-20.7377,116.8463,92.48000000000005,43,0,6.02,AU,1611898271
Okhotsk,59.3833,143.3,-8.37399999999996,83,61,1.17,RU,1611898396
Pangnirtung,66.1451,-65.7125,1.4360000000000674,72,0,0.97,CA,1611898396
São Sebastião,-23.76,-45.4097,77.86400000000003,71,98,1.81,BR,1611898397
Alugan,12.2188,125.4808,78.40400000000005,85,48,9.18,PH,1611898397
Tuatapere,-46.1333,167.6833,51.458000000000006,72,93,3.06,NZ,1611898397
Andijan,40.7821,72.3442,36.37400000000001,64,0,2.8,UZ,1611898145
Taitung City,22.7583,121.1444,62.6,55,75,4.63,TW,1611898397
Saint-Pierre,-21.3393,55.4781,86.0,62,0,2.06,RE,1611898397
Mehamn,71.0357,27.8492,19.4,58,0,4.12,NO,1611898398
Aykhal,66.0,111.5,-31.95399999999995,81,82,1.59,RU,1611898398
Shimoda,34.6667,138.95,46.4,49,20,8.75,JP,1611898398
Dingle,10.9995,122.6711,79.43000000000004,80,94,6.69,PH,1611898398
Auki,-8.7676,160.7034,77.64800000000002,91,100,5.03,SB,1611898398
Tateyama,34.9833,139.8667,51.998000000000026,49,20,8.75,JP,1611898324
Yining,29.0361,114.5636,58.85600000000003,37,0,0.6,CN,1611898399
Nuuk,64.1835,-51.7216,26.6,86,20,5.66,GL,1611898399
Hvide Sande,56.0045,8.1294,28.994000000000074,85,100,0.45,DK,1611898399
Poddor'ye,57.4695,31.1156,26.762000000000057,99,100,2.34,RU,1611898400
Visnes,59.3556,5.2242,32.0,59,75,5.14,NO,1611898400
Maragogi,-9.0122,-35.2225,76.24400000000009,84,62,2.65,BR,1611898400
Vadsø,70.0744,29.7487,17.6,79,75,9.77,NO,1611898400
Guerrero Negro,27.9769,-114.0611,57.938000000000045,74,8,2.53,MX,1611898401
Pontian Kecil,1.4801,103.3899,91.99400000000009,55,20,5.14,MY,1611898401
Biak,-0.9131,122.8766,85.82000000000006,59,93,2.47,ID,1611898401
Ahipara,-35.1667,173.1667,62.79800000000003,62,20,6.94,NZ,1611898402
Saint Anthony,45.0205,-93.218,12.182000000000016,97,100,2.85,US,1611898402
Esmeraldas,-19.7625,-44.3139,68.0,68,0,1.03,BR,1611898403
Kazygurt,41.7589,69.3864,40.658,65,0,1.32,KZ,1611898403
Valparaíso,-33.0393,-71.6273,57.2,100,80,1.03,CL,1611898403
Redcliffe,-27.2307,153.0973,82.99400000000009,54,40,4.63,AU,1611898404
Ferme-Neuve,46.7001,-75.4493,-3.4059999999999775,88,100,4.49,CA,1611898405
San Felipe,10.3399,-68.7425,70.50200000000008,87,76,1.68,VE,1611898405
Shawnee,39.05,-95.7669,30.002000000000077,86,1,2.57,US,1611898405
Ygatimi,-24.0833,-55.5,71.74400000000009,95,100,2.17,PY,1611898405
Snezhnogorsk,69.1933,33.2531,5.341999999999995,95,100,7.79,RU,1611898406
Singkang,2.1006,102.7994,86.59400000000008,58,96,3.29,MY,1611898407
Estelle,29.8458,-90.1067,51.00800000000001,66,20,3.6,US,1611898340
Pec,42.6591,20.2883,33.51200000000006,86,54,2.89,XK,1611898407
Avila,40.5833,-5.0,42.998000000000026,83,40,2.13,ES,1611898407
Sokol'skoye,57.1412,43.1589,18.57200000000004,97,100,5.88,RU,1611898407
Landázuri,6.2183,-73.8112,65.15600000000003,93,99,1.57,CO,1611898407
Ibrā’,22.6906,58.5334,72.44600000000005,24,0,1.06,OM,1611898408
Rundu,-17.9333,19.7667,65.51600000000002,94,100,1.76,NA,1611898408
Sawtell,-30.3833,153.1,80.6,69,75,5.14,AU,1611898408
Colima,19.1667,-104.0,66.542,70,32,1.65,MX,1611898101
Mandurah,-32.55,115.7,91.00400000000005,20,0,6.69,AU,1611898408
Namatanai,-3.6667,152.4333,83.984,75,100,4.83,PG,1611898408
Samarai,-10.6167,150.6667,84.70400000000006,74,62,3.69,PG,1611898408
Chongqing,29.5628,106.5528,59.82800000000007,36,87,0.95,CN,1611898293
Bocanda,7.0626,-4.4995,71.58200000000002,97,6,1.03,CI,1611898409
Pacifica,37.6138,-122.4869,49.58600000000007,81,44,1.53,US,1611898410
Port Augusta,-32.5,137.7667,82.99400000000009,65,7,9.77,AU,1611898410
Santa Maria,-29.6842,-53.8069,69.69200000000001,96,76,1.52,BR,1611898315
Thaton,16.9206,97.3714,93.45200000000008,36,18,2.82,MM,1611898410
Värnamo,57.186,14.04,24.998000000000026,94,69,1.34,SE,1611898411
Jacksonville,30.3322,-81.6556,46.4,66,20,2.06,US,1611898310
Berdigestyakh,62.0989,126.6992,-37.101999999999975,80,100,1.33,RU,1611898411
Mersing,2.4312,103.8405,84.2,74,40,5.66,MY,1611898411
Chapleau,47.8405,-83.4034,-3.8739999999999597,92,100,3.15,CA,1611898411
Elko,41.0002,-115.5012,31.55,93,100,1.79,US,1611898412
Bahía Honda,22.9036,-83.1592,67.35200000000009,72,0,6.35,CU,1611898412
Usinsk,65.9939,57.5281,-28.26399999999998,84,41,4.82,RU,1611898412
Yanam,16.7333,82.2167,82.4,69,40,3.09,IN,1611898412
Jablah,35.3614,35.9256,51.54800000000003,87,100,8.52,SY,1611898381
Struer Municipality,56.4912,8.5838,24.998000000000026,93,90,2.57,DK,1611898413
Narodychi,51.2029,29.0823,24.332000000000015,98,75,3.56,UA,1611898413
Leningradskiy,69.3833,178.4167,-23.16999999999996,85,89,3.42,RU,1611898413
Altar,30.7,-111.8167,59.360000000000085,39,55,2.76,MX,1611898413
Emerald,-23.5333,148.1667,91.4,35,90,4.63,AU,1611898414
Usagara,-2.6833,33.0,68.0,94,20,2.57,TZ,1611898414
Ambanja,-13.6833,48.45,78.80000000000001,69,75,1.03,MG,1611898414
Vardø,70.3705,31.1107,17.6,79,75,9.77,NO,1611898414
Zhigansk,66.7697,123.3711,-49.359999999999985,74,50,3.45,RU,1611898414
Tchibanga,-2.85,11.0333,72.23000000000005,98,100,0.02,GA,1611898415
Sun Valley,39.5963,-119.776,33.008,100,90,0.4,US,1611898319
Te Anau,-45.4167,167.7167,54.48200000000001,55,70,2.14,NZ,1611898415
Gerāsh,27.6652,54.1371,51.8,35,0,1.45,IR,1611898415
Altay,47.8667,88.1167,10.652000000000076,83,0,0.51,CN,1611898415
Kununurra,-15.7667,128.7333,86.57600000000009,64,93,4.95,AU,1611898415
Colotlán,22.1,-103.2667,57.72200000000004,53,47,2.13,MX,1611898415
Sibsāgar,26.9833,94.6333,73.4,49,20,1.03,IN,1611898416
Abnūb,27.2696,31.1511,42.8,56,0,4.63,EG,1611898416
Kangaatsiaq,68.3065,-53.4641,5.68399999999999,87,0,3.92,GL,1611898416
Guarapari,-20.6667,-40.4975,77.0,83,20,3.09,BR,1611898416
Sinnamary,5.3833,-52.95,75.61400000000003,90,94,3.23,GF,1611898416
Sindou,10.6667,-5.1667,69.13399999999999,19,4,2.52,BF,1611898417
Zapolyarnyy,69.4154,30.8136,6.800000000000001,78,75,6.17,RU,1611898417
Daru,-9.0763,143.2092,82.74199999999999,82,98,6.43,PG,1611898417
Santa Cruz de La Palma,28.6835,-17.7642,67.19000000000003,54,0,2.16,ES,1611898417
Rivera,-30.9053,-55.5508,68.48600000000008,91,10,3.35,UY,1611898417
Kiruna,67.8557,20.2251,0.6800000000000388,95,100,1.01,SE,1611898417
Ponta Delgada,37.7333,-25.6667,64.00400000000005,94,75,11.83,PT,1611898417
Kruisfontein,-34.0033,24.7314,66.65,61,0,3.58,ZA,1611898418
Saldanha,-33.0117,17.9442,53.6,87,0,1.54,ZA,1611898418
Bełchatów,51.3688,19.3567,26.99600000000005,82,69,2.68,PL,1611898418
Santa Marta de Tormes,40.9506,-5.6272,46.49000000000002,94,57,3.0,ES,1611898418
Arcata,40.8665,-124.0828,39.00200000000008,93,1,1.54,US,1611898419
Durban,-29.8579,31.0292,74.35400000000006,74,42,2.52,ZA,1611898269
Al Bardīyah,31.7561,25.0865,52.556000000000026,70,25,7.22,LY,1611898419
Revda,56.801,59.9303,24.890000000000022,94,100,1.55,RU,1611898419
Maniitsoq,65.4167,-52.9,25.394000000000073,77,0,2.63,GL,1611898419
La Libertad,-2.2333,-80.9,78.08000000000004,76,11,1.97,EC,1611898419
Fonte Boa,-2.4959,-66.2662,72.75200000000008,95,70,0.7,BR,1611898419
Fairbanks,64.8378,-147.7164,3.9919999999999938,77,90,1.02,US,1611898151
Omboué,-1.5746,9.2618,76.208,88,100,1.92,GA,1611898420
Mogadishu,2.0371,45.3438,77.0,69,20,5.66,SO,1611898420
Bani Walid,31.7566,13.9942,53.67200000000004,57,0,3.68,LY,1611898421
Freetown,8.484,-13.2299,75.88399999999999,81,12,1.65,SL,1611898421
Payo,-3.7508,103.6372,77.792,91,99,2.46,ID,1611898421
Liezen,47.5667,14.2333,33.998000000000026,100,75,1.54,AT,1611898421
Lebyazh'ye,55.2689,66.4947,15.710000000000083,95,100,5.68,RU,1611898421
Ribeira Brava,32.65,-17.0667,57.00200000000008,94,23,0.89,PT,1611898421
Tarko-Sale,64.9225,77.785,-25.40199999999998,85,100,4.62,RU,1611898422
Broken Hill,-31.95,141.4333,87.80000000000001,42,75,5.66,AU,1611898422
Padang,-0.9492,100.3543,85.19000000000003,58,97,2.64,ID,1611898248
Rodeo,38.033,-122.2669,48.2,87,90,2.57,US,1611898422
Grand Baie,-20.0182,57.5802,84.99199999999999,65,17,4.92,MU,1611898422
Tari,12.4086,4.4914,67.85600000000002,22,2,6.62,NG,1611898423
Sungai Penuh,-2.0833,101.3833,70.12400000000002,79,99,0.64,ID,1611898423
Kibre Mengist,5.8833,38.9833,68.0,34,47,2.47,ET,1611898423
Tadine,-21.55,167.8833,77.66600000000001,79,92,8.67,NC,1611898423
Gijón,43.5357,-5.6615,59.0,87,77,1.15,ES,1611898423
Hammerfest,70.6634,23.6821,15.8,73,75,8.23,NO,1611898424
Prainha,-1.8,-53.48,73.23800000000006,94,97,1.39,BR,1611898424
Lubao,14.9167,120.55,82.4,61,75,5.14,PH,1611898424
Saint-François,46.4154,3.9054,49.658,89,100,4.6,FR,1611898424
Talnakh,69.4865,88.3972,-30.675999999999938,71,41,1.38,RU,1611898424
Coahuayana Viejo,18.7333,-103.6833,73.79600000000005,65,75,1.62,MX,1611898424
Pemangkat,1.1667,108.9667,79.68200000000002,84,100,7.06,ID,1611898425
Nkhotakota,-12.9274,34.2961,79.484,72,100,0.88,MW,1611898425
Strzelce Opolskie,50.5107,18.3006,26.27600000000009,96,82,2.65,PL,1611898425
Oga,46.4631,10.347,42.008,100,75,1.03,IT,1611898425
Smithers,54.7804,-127.1743,10.399999999999999,72,90,1.54,CA,1611898354
Bhadrāchalam,17.6667,80.8833,87.18800000000005,43,47,2.95,IN,1611898425
Viedma,-40.8135,-62.9967,64.41800000000009,55,79,5.37,AR,1611898425
Moose Factory,51.2585,-80.6094,3.1999999999999993,85,90,4.63,CA,1611898426
Skała,50.2305,19.8536,32.0,80,40,4.12,PL,1611898426
San Julián,21.0167,-102.1667,50.91800000000009,65,14,3.66,MX,1611898426
Barra do Garças,-15.89,-52.2567,72.91400000000004,91,97,0.31,BR,1611898426
Kirakira,-10.4544,161.9205,78.90800000000002,90,100,7.79,SB,1611898426
Wenling,28.3669,121.36,46.148000000000025,56,0,5.19,CN,1611898426
Robertsport,6.7533,-11.3686,78.89000000000001,85,1,2.5,LR,1611898426
Ladário,-19.0047,-57.6017,73.16600000000001,95,100,0.75,BR,1611898427
Sagamu,6.8432,3.6478,78.80000000000001,94,20,1.4,NG,1611898427
Hoquiam,46.9809,-123.8893,37.13000000000004,92,5,1.96,US,1611898428
Progreso,21.2833,-89.6667,73.4,78,75,3.6,MX,1611898428
